user_id,products,reviews
12130450,1497,854
54909,306,131
3112012,429,117
4281465,5683,132
4363204,415,176
4965851,342,126
5012876,1521,107
5086917,4283,338
5305540,406,114
6320859,227,100
6667138,899,114
6880618,2689,310
7220424,365,141
7382724,1044,140
8162349,332,104
8277942,470,175
8981211,479,186
10185534,1868,126
10469851,340,190
13343948,862,394
3758711,908,101
14011108,2764,148
1288273,1932,138
3377653,227,113
9889335,263,130
10833071,561,104
10842538,653,169
11198237,1734,224
11340944,451,102
11652841,187,158
11803901,250,109
12141691,2443,124
12159418,1423,149
12167302,598,449
12202011,1362,952
13257088,4711,206
13748332,360,188
13766983,173,153
13977909,963,100
14126707,546,206
135772,3,156
377191,576,143
513521,1206,107
737763,457,126
1181353,1328,275
2855697,1948,138
3157052,384,109
4069362,205,105
4199238,632,143
4546890,352,117
5037126,903,167
5129001,1457,201
5531875,1149,131
5737321,2637,132
6658867,709,108
7272214,682,148
7414030,805,203
7899624,240,104
8619168,435,159
10277127,1244,114
10410484,6835,473
12932561,286,102
13300158,386,207
25281,2325,127
774596,1249,137
3865578,1466,632
8449653,2265,119
8587020,847,312
8950837,1055,102
9242051,2801,287
9600757,1673,107
9966108,450,115
10193269,1685,265
10700272,1128,151
11165599,521,150
11214912,547,194
11317428,3059,119
11384783,1095,104
11399422,432,101
11519904,3934,105
11590306,748,207
11682333,264,107
12060654,584,139
12180358,884,145
12855714,1609,114
13341841,166,107
13898470,263,351
14203405,500,111
14284627,1235,112
13426,1218,162
607910,236,102
2448633,907,111
4129840,473,121
4318036,336,111
4567769,1595,366
4788013,460,132
4856564,372,100
4999530,1308,104
5758792,1422,117
6490735,1013,294
6828902,655,108
7622931,1505,114
9403135,361,116
12948546,663,101
11799589,1293,167
11849813,9454,173
6369937,483,142
6748574,4200,1321
9416193,1505,151
10824469,309,132
11276372,7604,111
11279848,632,112
11339668,990,239
11525221,1623,128
11614170,1295,126
11647587,1511,193
11790189,2563,349
11806047,3514,228
12601527,1013,245
95909,326,267
2013336,3288,116
2026880,10851,133
3308898,3103,101
4061354,286,100
4260357,1605,121
4357178,453,945
4431803,2281,132
5131830,6723,102
5251137,313,127
5257358,1677,247
5478543,1030,170
6269498,2280,130
6496290,447,148
7522805,2439,118
7616838,644,123
8367917,247,186
8445576,500,101
10324617,447,179
10718748,571,201
2219025,235,102
13343657,249,153
3274203,390,234
4985135,3429,144
5935019,1750,113
7744039,1771,190
9390023,1903,138
10277758,1286,244
10449747,373,123
10745402,574,119
10837538,223,154
11193820,1058,254
11199176,1085,307
11208508,436,124
11213378,355,106
11234634,155,109
11250260,2204,354
11423134,4015,234
11734656,574,116
11805286,1342,127
11868318,339,128
11955244,354,142
12040559,2021,100
12074633,1064,154
12344796,2612,328
13084323,2446,197
13729816,915,110
14237969,290,213
1282118,4270,195
3371768,728,373
3848860,682,751
4461336,285,118
4573383,1380,137
5063279,1378,169
5074796,1140,231
5127301,365,230
5242408,1273,160
5333360,508,117
5509778,867,134
5909854,243,122
6120084,1236,281
6285143,1075,100
6306010,1212,122
6314676,505,280
7256231,575,104
8839989,241,118
9069541,4122,165
9487717,980,110
9542132,181,103
10243413,321,145
13398344,1331,122
13497789,222,144
7984852,874,150
1292332,2739,145
2139097,2646,336
6470760,789,172
7482093,694,121
7523028,1345,219
7935691,1142,109
7993331,445,110
8735842,830,140
11156288,219,203
11186451,7374,255
11229473,877,106
11397363,454,110
11430446,1494,335
11600414,467,126
11788334,931,115
11858838,11472,361
12881297,284,126
13872561,908,1090
13970826,801,113
1232692,1084,132
1362771,1263,193
1511385,1247,100
3102025,352,107
3285214,1359,178
3415561,1194,125
4807087,2588,100
4993156,766,290
5795332,2345,185
7830224,3213,232
8431317,2171,180
10182213,1853,275
10282105,491,161
11045813,163,101
640070,116,121
10402025,1166,104
14202066,3520,314
799246,1147,234
6472506,430,174
9825667,1041,154
11136387,530,111
11233627,1361,183
11255772,4647,183
11311901,620,156
11363585,1547,169
11394507,1965,109
11519149,1276,110
11555280,465,146
11569030,1056,269
11596925,2439,463
11631302,279,111
11661402,402,119
11705139,2249,124
11738320,697,148
11805919,2207,135
11875509,1651,107
11883694,620,146
12000858,1040,175
12929242,1002,174
13318661,512,142
13767362,2245,268
1480734,878,271
2003871,2663,285
2911798,178,114
4307993,219,120
4326818,491,267
4378835,829,123
4560776,944,112
4737888,455,178
4900251,344,190
4947597,900,117
4988395,1762,127
5039320,6406,179
5203656,2261,123
5302158,6200,135
5319289,683,152
5776105,2255,223
6420736,746,566
6841562,352,108
7034057,392,112
8320915,2443,327
9053066,426,112
9173920,246,182
10250629,14116,159
10729935,492,119
11130526,330,159
2297747,207,168
12095387,1221,114
1932682,564,185
3935105,902,176
5444687,667,101
5819293,4012,136
6933334,433,132
7462711,590,383
7506243,1717,124
8439811,2316,184
9165931,974,218
9486857,413,128
9741598,805,211
10271354,776,157
11083540,728,243
11314957,1283,117
11611654,1087,147
11767245,1856,101
11887018,642,123
12046212,1890,117
12372568,21809,185
13227457,324,129
13679279,1071,103
2343744,377,108
2823542,1268,165
3098099,1382,153
3278505,553,262
3506365,5547,137
4232282,273,129
4741134,365,113
4866139,616,111
5023269,617,265
5915624,514,153
5943102,461,125
5991088,1677,137
6138998,1190,185
6595218,13056,2437
6854461,388,120
7371955,981,118
8930096,416,125
9851128,418,202
13454910,4539,207
3128422,2792,946
11229268,665,152
11349664,1378,117
4624276,2306,1093
7570466,3378,173
8934418,901,122
9320898,2373,368
11226689,697,114
11511042,469,260
11689193,541,257
11785782,261,128
11842695,663,136
12930387,1590,174
13105153,2890,527
13268202,1066,120
13278270,696,142
14088042,3568,361
570536,316,168
1186979,3197,155
1347854,485,342
1995182,894,209
2642833,3006,228
2910065,605,113
3449197,20130,138
3782080,272,171
4301496,557,103
4675007,766,129
4860602,4058,126
5156760,3343,285
5254802,296,124
5348777,1510,298
5753706,2236,289
6015616,427,148
6047617,783,120
6221429,998,114
6603671,177,107
6764510,839,107
7015106,397,207
7333671,501,347
7352175,349,144
8790058,3922,123
8801492,911,130
10156340,418,127
11147004,414,201
13100912,576,170
13776245,1385,288
9373967,496,124
9410589,388,116
9864466,921,225
14238831,3618,142
989166,1433,206
6164945,1501,208
7324026,253,108
7914355,3496,110
8277622,617,111
8747212,2351,186
9399639,1106,153
10313009,445,119
11066198,1449,102
11246781,811,127
11247431,718,290
11258175,953,103
11356810,3815,122
11440815,1071,342
11455516,1355,135
11460258,258,146
11474782,343,191
12096045,1116,126
12179125,2702,115
12240100,1019,105
13147742,796,173
13966615,1256,131
14023134,1270,457
14129571,5652,998
3553059,315,100
4285786,623,161
5022231,314,146
5046720,200,112
5616140,261,131
5692616,251,145
5868641,2039,186
6433073,2532,683
6439625,182,111
7197672,305,216
7216815,3432,106
7273071,2798,107
8269959,475,137
8496478,1249,161
10075329,295,700
12619682,557,349
2161163,1182,198
3578598,434,166
11796218,1541,121
7936749,1909,239
9457898,648,122
9686704,1464,186
10437247,947,164
10503071,948,114
10518662,2407,146
10559214,7017,117
10667287,431,115
11162783,3300,201
11305741,2553,110
11338834,272,116
11354427,302,107
11413699,434,138
11596406,1903,135
11610274,1833,415
11855404,982,135
11901047,1707,108
12064634,741,139
12423022,1791,353
12603424,975,142
13057866,2256,187
189436,975,109
1633118,3167,131
2392964,204,100
2714430,1105,192
2801117,685,112
4396636,1292,188
4439740,815,218
5761364,380,125
5939214,398,115
6312543,324,107
6564746,317,111
6962849,314,120
7000209,1315,297
7689503,187,107
8006976,327,107
8649331,6210,409
10016272,306,185
11111152,486,186
13643973,283,124
1273639,446,154
1513649,329,181
9873011,630,154
11782422,529,100
3322505,489,103
4288999,4597,165
5738431,2309,180
6218977,1159,225
7195892,2033,169
9083822,1442,606
9796538,1323,137
10168964,7207,167
11382940,1672,151
11662545,440,140
11849116,743,111
11871740,2848,188
11905346,3880,208
11960443,1221,134
11977923,3516,107
12075062,848,263
12506992,830,293
13072723,1158,139
13093369,548,211
13818064,361,106
14051801,3471,398
14239917,151,153
1061079,324,274
1610324,514,102
2286667,740,106
2711993,848,230
3668708,756,100
4258182,4637,115
5046091,483,167
5880868,377,179
5916463,728,253
6124542,389,119
6959254,844,112
7103002,2262,144
7260683,1592,143
7624623,676,132
8125770,303,198
9009959,271,104
9153087,1643,112
9279272,280,112
9946350,1285,119
10850085,321,159
13513539,638,159
12705217,976,163
13934797,5349,236
6865661,1195,205
7841323,1347,107
8408779,447,143
10102327,320,126
10454617,706,155
10458638,1101,141
11102550,773,108
11115966,1822,253
11186952,1658,120
11222652,856,101
11230698,1256,150
11285089,1366,163
11409137,3721,649
11521448,569,126
11560096,777,112
11578878,2168,1481
11616497,1017,261
11768530,1795,177
11931329,418,225
12019387,557,232
12193955,4775,103
12613846,2879,226
12929445,461,328
37561,1187,134
874332,2908,454
2289902,1465,268
3507296,12242,153
3825397,2705,110
4382918,15010,157
4574202,609,100
4652198,1850,284
5600344,129,123
5846508,166,104
5964932,450,373
6927986,257,221
7011444,3081,186
7174753,1710,393
8338089,174,134
8387961,300,121
9489316,2679,175
9969616,624,134
10139008,1379,154
11039314,648,105
11097304,326,105
12610906,557,250
3503415,138,144
7614644,689,181
7927113,1278,162
8662587,2131,225
8911798,292,285
9027897,1131,273
9336045,631,104
10149279,5117,126
10449625,307,110
11101318,783,105
11217088,1712,210
11244891,692,253
11285719,911,109
11432281,477,190
11535683,2023,1302
11687354,218,100
11910463,2003,299
12058278,223,121
12153084,345,136
13313746,709,110
634303,3283,125
767594,1015,195
3577927,1940,159
3613219,1088,153
4293443,590,165
4434919,547,106
4567263,339,135
4784832,359,106
4901399,769,120
5135000,865,157
5392093,589,106
5506675,286,152
5886459,385,183
5898892,701,132
6860218,889,182
7001553,262,135
7457443,611,142
8238192,500,119
8457279,335,196
9021017,148,123
9262652,165,180
9645255,169,105
10377688,915,152
13493503,549,207
962719,410,127
1470093,462,103
2546725,196,363
11267917,2802,246
779260,1411,137
7162008,1074,145
7489688,498,108
7667021,1369,116
7995293,3143,231
8938067,1641,140
10454735,387,239
10562988,1885,206
11189789,867,159
11453411,740,128
11574180,1665,127
11609880,2336,139
12521467,596,255
13401445,572,121
14064118,1078,110
2879732,674,125
3958643,342,134
4147626,533,173
4402006,1953,152
4678754,3404,208
4738037,473,114
4873825,1508,194
5193253,2201,176
5613699,403,204
6874230,7257,465
7133265,1096,135
7200025,244,164
9362013,1323,116
9650854,1108,239
10338872,1379,136
13354463,995,135
13331428,7510,449
280613,1722,107
9970609,624,445
11437743,677,104
11474896,670,114
12170777,1302,118
13257197,259,102
14119037,2133,108
150682,452,124
1102090,964,111
2581764,239,123
3397515,250,125
4582534,2106,139
4885248,408,127
5080389,848,124
5703934,201,165
6577875,335,132
6578091,322,116
7669520,1913,183
7815728,417,207
8318898,270,141
8568873,455,311
9463034,537,102
9782220,277,144
9905292,249,111
10505636,497,144
10555888,740,110
10602968,274,154
706121,252,116
1247227,260,138
2429984,100,160
11857739,952,127
10371067,1669,106
3338368,1697,198
6844278,1559,169
6916698,1348,104
8858718,6625,168
9066527,1684,194
11421963,447,130
11658204,674,112
12108439,1781,1840
13269135,342,113
14050451,3853,171
1732588,415,116
2015212,742,102
2381879,373,122
2703690,418,126
3357828,475,104
3787927,752,114
3901491,219,107
4357300,5800,112
4361892,874,389
4383334,3435,106
4866127,983,110
5031868,440,134
5369130,214,104
5398375,1073,341
5531114,2250,142
6373250,1804,100
6389435,409,128
6402649,342,239
6649237,2247,303
6775850,1195,165
7575523,905,108
7606896,249,114
7739663,298,104
8037261,430,174
10440739,254,103
10445991,422,218
12231744,1920,1684
12557800,135,101
12744118,2188,278
13480445,313,244
1468446,232,118
11431541,350,101
4982878,726,111
5702321,1105,139
6348345,1288,133
8202282,1104,601
11286975,1169,153
11453375,172,148
11490505,6860,211
11502731,158,108
11723545,1138,112
11756411,365,104
11804354,2864,1288
11958398,386,108
12453371,3137,178
12842173,455,112
13456957,421,109
13649257,377,121
387872,169,127
1146567,251,132
1428366,419,100
1638985,496,120
3696264,765,314
4116673,565,114
4272574,2418,693
4318160,3702,2714
4597017,327,107
4790521,273,110
4801752,6412,106
5026818,979,154
5096894,440,168
5958729,1714,210
6214014,771,137
6422304,211,102
6501854,506,135
7043576,1559,151
7970655,258,106
10209025,279,149
10463222,92,126
12010566,261,283
496011,508,438
659721,105,200
705221,305,159
11520810,956,115
1223179,656,127
6127660,4254,127
6907331,455,180
7437807,836,118
8331289,992,208
9002353,5133,120
9907479,341,177
11186590,427,197
11346970,1215,206
11374757,1625,359
11383846,597,161
11512742,725,133
11659732,322,155
11753843,450,272
11797449,1135,114
11799079,1109,187
11967148,1606,104
12020577,4742,116
12661160,464,102
12757313,806,181
271601,212,113
2097783,1598,183
2287779,1193,118
3107024,931,115
3740911,1034,120
4204214,2228,107
4796946,655,101
5274831,550,136
5819715,141,180
5895398,569,109
6063909,194,128
6564516,364,134
7510422,426,103
7613051,267,108
7760659,659,115
9812513,127,130
10015923,238,103
12845998,129,130
3806384,99,112
7699231,1018,230
8511056,5352,355
9451699,3357,320
9939791,636,137
10699715,1398,180
10846609,182,144
10943660,6099,410
10954433,167,114
11331845,1588,202
11737130,1465,101
12169351,321,243
14187677,179,118
1890378,830,111
2486898,1700,143
2596366,3088,369
3183388,370,186
4510131,1023,101
5031856,587,100
5219846,389,120
5772603,211,250
6183594,349,110
6364608,277,116
7859149,671,271
8603057,248,124
8613735,756,270
8637391,603,115
8765150,385,110
11429800,331,109
1440604,2296,274
5008000,1118,114
7457031,1406,316
8614750,634,100
8918291,241,102
9121462,420,146
9473927,570,105
9869407,874,106
10751865,1470,505
11131492,1054,139
11165335,1135,314
11273618,477,101
11278808,512,149
11395755,398,120
11619060,658,281
11725330,306,102
14064968,1610,131
14136469,4370,341
660242,3281,314
2618474,1169,110
4002358,579,228
4652139,525,120
4867811,5288,125
5025955,1659,119
5861471,1074,171
6237313,1464,170
7004882,764,109
7222774,1184,132
7242932,308,131
7622605,1451,115
7736287,1092,100
8426878,376,115
8566890,134,111
8675169,825,103
9252348,4868,322
9650211,408,232
10159024,814,165
12584287,562,386
12897571,162,116
526156,681,199
933766,225,109
4925580,3974,332
13111217,1016,121
57753,305,159
458673,1595,140
2727218,1121,100
5020640,1214,107
7467203,1025,116
7515439,4603,120
9053023,375,131
9189059,2589,127
9509321,1062,100
9639511,4678,231
10220510,1180,289
10429902,502,193
10743845,338,110
11064615,549,581
11183857,1949,226
11194688,1744,388
11212389,4942,128
11251793,467,167
11522208,1334,107
11594188,423,240
11768676,2445,126
11955871,988,181
12117557,839,105
12694029,4418,110
13487293,1265,855
13669735,301,101
13946915,676,145
14214964,148,121
54069,533,141
177180,3836,241
2622086,380,121
2719572,369,115
3509367,337,169
3725193,274,122
4220373,668,195
4969993,1449,161
5017635,66,111
5156163,6559,301
5481025,1847,122
6156856,5107,114
6296597,501,214
6425631,655,154
7316939,254,106
7442079,142,130
8235286,527,253
8974500,971,187
9817931,2658,206
10289769,318,110
10591637,642,266
11089835,215,106
11138057,719,151
13741708,485,120
1555751,1578,215
7122283,187,105
8751159,667,126
9444708,468,118
9722160,472,171
10542261,150,104
11317996,543,174
11362049,826,136
12126652,1393,462
3500831,1285,110
4692359,1151,465
4727778,472,122
4953348,654,106
5181771,189,101
5242590,1356,153
5344834,228,131
5748310,719,118
6645449,134,105
6769211,523,117
7470125,773,118
7582695,395,198
7615947,375,141
7679161,154,125
8357647,1918,102
8834805,105,163
8851426,248,142
8868921,659,142
9694243,2715,420
9911773,388,133
10176797,3098,140
10665284,372,110
1502261,870,101
14205811,4261,236
12660933,874,118
9508531,514,134
11431826,166,128
11452993,641,118
11707630,5498,229
11788357,1041,200
11829220,1106,550
11984697,2982,105
12187585,397,432
12896086,395,143
12979234,1024,284
13023115,643,273
13376110,451,149
13968357,2134,388
506099,593,154
2773779,1712,138
4503780,676,114
4737774,522,220
4804894,7995,101
5120407,37,117
5365754,1875,125
5904844,145,100
6435474,2332,144
6765177,609,116
6873982,590,116
8092676,330,110
8448646,235,112
2891325,1106,250
4620215,849,103
2889659,1746,610
6811954,1558,303
7494276,2288,147
7893592,815,100
8450587,1240,123
8638356,1062,149
9201454,612,137
9293984,2057,360
9839799,226,103
11371856,414,100
11450003,1066,163
11454978,600,154
11856903,991,122
11987647,1724,147
12062087,1677,193
13855484,1576,137
14213492,412,196
142058,919,117
748428,1339,166
1320003,1490,216
1774672,653,100
1986944,934,129
2390862,247,113
2673187,481,187
3335697,1691,126
3980400,601,213
5223009,995,118
5382792,1531,162
5477141,296,119
5876300,1094,282
5941899,574,210
6476545,871,108
6628303,234,428
6663776,89,124
6826874,813,180
7218301,448,195
7413650,1896,113
7781974,2413,117
7894500,1314,812
8535234,6730,195
9495957,932,330
10131885,362,233
12511893,1124,183
14035115,151,101
2578789,711,129
6430377,1444,110
9762517,705,203
13875120,911,160
8385210,8272,168
8570247,968,117
8686288,188,109
8895260,1078,108
9180501,677,145
11307945,508,146
11316018,4585,112
11378362,610,111
11646227,529,117
11721734,491,444
12579113,575,124
13520091,712,100
13814110,592,132
118422,590,220
924287,619,126
2797132,2465,338
3091859,537,211
4417973,2621,175
4875664,9136,245
5123888,296,133
5167376,14439,126
5605068,762,117
5751156,394,155
5774390,492,100
6516284,536,157
6705377,329,112
6884204,37,116
7678854,389,132
7854211,463,114
7889648,3683,550
7920002,376,530
8057696,900,122
10046404,332,156
10546013,675,382
11060647,616,180
13119612,1460,138
1477388,44,110
2213184,589,157
4804108,1383,118
7433219,1320,120
7599510,2051,100
8876778,602,129
9629071,881,162
10780991,539,189
10804947,1063,122
11781734,2257,109
11797212,1233,261
11843568,999,159
12036534,1319,106
12139226,1714,244
12738945,325,148
13871250,493,120
14102381,4310,226
14103651,3012,235
85054,4912,102
245188,515,116
334569,1126,250
4330383,1377,100
5296723,937,117
5309338,1373,108
6550572,469,224
7065765,214,110
7132239,1845,142
7459748,1231,207
7498875,778,138
7541285,417,137
8413937,1327,110
9058711,967,171
9563005,456,120
10028509,3638,306
12476048,325,113
13012512,896,193
13524019,611,105
275323,297,117
1396964,182,143
7998651,345,107
11852051,696,188
1964022,1899,229
7494190,686,174
7622096,5909,188
9405103,1709,222
9833107,1757,149
9914353,646,160
11240728,2865,119
11394570,1261,263
11578817,963,340
11666989,1504,117
11898149,221,100
11988192,1700,119
13247609,1600,149
1236439,615,176
1505823,2320,107
3594655,10096,167
4098439,401,122
4375556,501,115
4383817,569,112
4815627,433,214
5229076,2655,117
5241148,874,105
5344522,2382,116
5470956,295,104
5756968,472,163
5995439,835,130
6005980,836,347
6284319,490,107
6758327,273,200
6823304,182,142
7829489,226,127
8058117,2721,390
9004218,231,183
9550397,158,147
9568798,272,157
10220948,308,101
10665193,260,250
10792057,989,201
13287699,141,126
13502265,4123,280
2489486,862,111
3169168,736,169
11304749,486,152
3144284,693,122
4423132,783,120
5488405,2754,110
7549014,4293,149
8331256,3051,142
11177690,208,129
11188943,3052,225
11255651,3616,166
11353335,556,133
11423513,646,118
11541886,595,110
11764552,7898,6045
12481176,536,102
12954753,386,109
13234120,1095,107
14066411,998,429
14155416,706,105
350310,504,329
664609,874,112
1572430,2776,587
2855090,188,175
3822405,338,101
3979992,280,102
4378845,504,170
4407617,640,102
5564996,2565,153
5695525,9540,255
5836964,778,225
6725648,487,117
7142009,253,174
7732398,2084,104
8918391,590,172
9468100,1854,162
9946280,212,128
10478767,364,117
12397671,194,105
12675217,126,110
13478117,195,101
1204328,1248,163
3300773,829,103
4756196,1070,466
8681428,465,121
9184558,1105,127
11612705,235,120
11797525,201,112
11837360,860,140
11885766,385,300
11899241,1278,115
11908406,757,103
12043516,5244,379
12188469,1818,481
12299527,476,202
12461761,567,385
12475177,1482,106
12543858,3400,173
12774060,458,100
13672601,1027,208
664855,615,123
747801,191,103
974710,697,126
1020993,583,251
1032556,798,171
1302362,1270,105
1376278,2899,204
2395806,132,106
3634336,386,243
4041526,325,101
4264990,641,214
4420986,919,269
4499849,358,128
4517621,913,133
4768183,469,110
4849723,279,105
4945481,347,182
5320843,1043,459
6732206,487,170
6793285,1212,640
7820655,1387,153
7907905,877,142
9571748,2395,128
9946516,481,212
9946801,294,136
10352681,587,112
13247963,114,109
13591537,2426,117
112658,251,108
300201,209,150
2655134,218,128
11969643,5153,225
10704243,1432,147
11737661,895,148
13394599,2940,588
4558083,990,116
7255240,1176,266
9078190,2996,196
10734682,1966,130
11102162,595,129
11427586,1774,176
11439258,135,108
11503391,1816,176
11676461,158,110
11762795,605,167
11797679,1215,107
12083762,1227,146
12128687,833,209
12195303,13568,120
12240799,1278,111
12309362,758,224
12565915,1341,346
12721921,383,101
13372932,1413,106
281575,1072,167
366363,2271,236
938758,385,140
1320061,1228,102
3325432,287,110
3559321,562,171
3584882,393,116
4296652,559,215
4411736,1064,143
5079721,2896,300
5106360,1132,113
5390510,721,3023
5523411,239,128
5805553,296,135
6325060,602,515
6359172,1172,140
8095810,264,174
9371514,840,125
10110909,160,121
10628352,591,172
13259907,238,101
13988130,550,165
14162234,725,117
326307,927,260
2872428,982,204
7407045,873,194
8361066,575,119
10803256,514,257
11563078,563,104
11832038,1369,114
12058033,489,108
12141146,646,202
12405678,871,111
13042945,5320,174
13632787,694,121
13641305,330,110
13743379,915,101
13903270,690,142
14139332,1000,236
457213,797,101
1514338,1356,147
2451973,913,111
2928154,410,163
4071880,1959,108
5282988,422,110
5436702,4245,107
5922188,730,112
6014266,304,136
6127711,124,107
6976153,675,143
7315499,2286,139
8086076,207,122
8165523,1204,527
10234474,1719,244
10675809,121,104
12893103,385,153
2460031,228,155
3022345,195,134
4781799,984,107
11638056,1009,174
689200,620,122
6907122,2722,351
8746847,1108,366
9538920,8271,119
10086589,504,276
10199730,689,294
10260191,2459,226
11410142,601,200
11498169,4223,160
11507700,9227,217
11592653,963,122
11682987,6158,449
11782286,846,108
11894048,658,153
11970866,736,367
12447535,763,100
12748652,3871,133
13658208,354,116
472149,6799,119
1500882,356,164
3435955,1563,209
4645716,1152,169
5225389,470,191
5414704,2724,246
5639316,683,101
5909760,231,122
6225070,472,147
6333271,917,413
6375056,487,125
6648482,379,112
6888700,525,610
6972054,420,160
7331763,626,229
7792211,1145,287
7796580,2100,110
8283436,482,108
8307317,965,114
8552849,569,114
8823802,394,112
8855727,78,137
9068385,342,114
9175290,340,176
9350339,457,105
10723271,1347,210
12831948,337,103
13186794,676,152
14242183,215,124
5389824,702,115
790183,775,187
616593,895,174
1789432,3353,102
3185657,4056,178
6245337,4255,101
7203613,579,188
8535448,211,157
9001454,250,106
11388092,407,132
11453977,345,119
11681413,728,210
11695298,887,114
11774367,493,204
11822049,498,113
12122384,1000,209
12180056,596,122
541607,490,113
1071900,168,121
1321492,388,233
2058966,2095,149
2928923,2489,145
3593181,1270,105
3935752,1610,144
4267297,413,157
4892539,610,146
5205357,1246,332
5377861,1796,277
5869395,240,103
6193527,1084,121
7498581,236,103
7503248,594,174
8436644,2597,152
8577030,271,138
8772703,182,146
8807245,325,137
8943931,188,100
9443484,593,111
12233786,255,187
481805,298,128
2238574,549,104
7442258,1358,104
7682134,4280,123
8103549,811,136
9371607,542,133
9758874,3300,159
10175127,4448,145
10222254,829,162
11302656,549,236
11402471,508,145
12118560,604,109
12892460,453,283
13500738,615,268
14014935,2391,105
537823,686,130
603294,598,143
967763,4328,146
979894,846,108
1383573,525,111
1476645,693,145
2372090,507,183
4042106,2838,215
5092938,660,162
5480893,1926,215
5812920,1711,142
5943794,340,114
5963645,658,128
6151759,546,140
6256178,334,199
7229667,397,123
7999616,331,160
9248300,186,105
9396550,579,276
9961602,411,133
10250649,1116,114
12390147,435,180
13972808,992,159
883497,298,118
1386347,306,141
2132358,486,127
13054091,2698,153
90182,2681,1222
984937,988,187
4786485,2306,131
6503817,946,135
6684194,867,106
7150291,727,107
8452430,567,108
8459158,585,119
9406583,1174,127
10757701,681,196
11241356,1188,149
11417482,671,167
11467010,413,129
11570559,1503,178
11572417,1669,413
11863683,2299,107
11871681,495,107
12737775,622,155
13079611,2151,126
479430,293,124
480507,522,112
4345155,591,126
5065231,558,100
5222493,1522,126
5315768,217,102
5636697,900,103
5971174,423,144
7018459,7056,194
7273086,536,134
7513078,607,119
7648592,413,247
8043197,1387,110
8265646,457,128
8568403,4847,617
9306372,8298,260
9817618,376,157
9849271,223,102
13826718,326,128
13839430,2356,104
1685430,111,116
1842944,240,128
2511366,383,187
6591407,2188,461
11993544,379,125
1568891,709,162
7765070,766,203
8743930,458,113
8992216,1147,139
10189037,1474,156
10523037,2264,121
12663312,995,100
13261805,697,106
13867727,3658,259
13906503,1047,132
13999954,467,118
869660,379,101
1405926,252,143
2130444,2579,175
3242428,793,198
4296594,630,136
4322710,213,155
4861299,493,122
5094493,459,142
5257629,927,175
6203814,329,108
6246500,3015,110
6256073,1419,141
6318374,1131,138
6789444,231,101
6855986,403,121
7016856,551,114
7340650,900,105
8052692,1365,229
8899055,377,102
8929736,748,156
8977331,5206,913
9399214,132,121
9764455,940,123
9900815,346,187
13138174,145,114
13261742,104,228
13847019,432,154
496986,805,119
2444297,161,145
5604613,2779,111
7379653,708,405
7490329,1533,176
7541284,633,119
7732506,2217,468
7964123,523,123
8466527,682,130
9282694,953,130
11545480,2499,179
11679610,732,101
11698274,5498,112
11836954,1805,148
11929338,955,883
12047915,396,104
12094917,2207,225
13054762,1510,195
14115051,553,220
14277326,2373,337
465164,2048,101
1437988,281,106
1830073,527,160
3017054,787,137
3059146,363,112
3597483,362,169
3718597,254,101
4062977,962,135
4476158,1200,104
4556136,151,103
5131490,1415,411
5132653,459,106
5607683,2682,123
5662537,164,105
7304325,1957,211
7529467,3710,109
8727462,221,101
8811164,150,107
10776825,501,276
11076296,1428,160
12281993,509,165
12914566,286,137
1239,1301,346
1365585,2090,2470
2485464,558,108
5707358,1868,136
5815388,614,152
9220290,1404,121
11134218,914,170
11158475,356,161
11178892,1165,150
11227320,1387,111
11286768,1336,265
11510773,1420,103
11589648,14094,118
11612975,5820,112
11620692,515,110
11754247,2697,220
11760344,1873,513
11861779,745,107
11982590,300,202
12120271,129,103
12184191,523,148
12491080,1237,298
12687541,1614,140
12714895,468,149
14048595,392,135
357623,1272,141
453338,273,110
1582761,1359,143
2604733,2009,235
3076907,621,100
4148418,278,100
4784745,233,140
5022991,1736,107
5249825,623,107
6514423,174,120
6904192,349,173
7654581,791,293
7714233,418,184
7938040,567,306
8093104,259,102
8157267,353,151
8335914,210,137
8957706,834,658
9056816,222,105
9090510,514,215
9331715,571,164
9772977,244,143
12325025,176,122
12616865,254,104
308910,957,116
11808667,2233,262
12000764,591,213
12122164,3352,108
13520295,955,285
8692288,1886,107
10186019,931,103
10905669,2841,172
11304780,535,172
11316295,1945,263
11348428,2038,105
11357424,9174,223
11420324,3911,604
11537290,318,104
11593837,734,218
11687474,7409,237
11814258,3381,193
12167557,5423,168
1223844,149,171
4456226,874,114
4934670,395,116
5211179,1248,118
5658132,831,153
5728570,443,115
5835862,635,183
6215262,1234,373
6832766,1173,153
7233492,1895,198
7455157,1869,143
7783160,1006,268
7847345,718,232
8630751,1369,942
8678631,648,118
10339702,927,102
10832688,228,116
678801,141,108
12165548,2782,212
8001479,4554,141
8400218,1386,281
8408236,504,100
8467799,416,272
8854769,1935,1357
8877486,1726,110
8993770,810,182
10434711,659,133
11306094,979,158
11409175,1432,216
11583574,634,157
11652743,1281,255
11708578,1550,190
11729233,369,142
11837355,948,113
11994065,933,102
12001918,898,204
12160008,592,442
12211071,343,170
12966188,367,111
13668067,756,115
13814328,329,114
14263885,177,103
1063515,261,118
1948101,400,110
2253756,763,144
3704755,503,115
4346734,389,105
5829514,202,145
6246678,3772,123
7057621,282,113
7146973,185,168
7251743,703,146
