app_id,title,date_release,win,mac,linux,rating,positive_ratio,user_reviews,price_final,price_original,discount,steam_deck
1523260,迷霧國度: 傳承 Myth of Mist：Legacy,2022-01-27,True,False,False,Mixed,68,47,24.99,24.99,0.0,True
1678320,Heat Death,2022-07-18,True,True,False,Positive,95,41,14.99,14.99,0.0,True
1725640,Sudocats,2022-03-14,True,False,True,Very Positive,98,475,1.99,1.99,0.0,True
1732190,FATAL FRAME / PROJECT ZERO: Maiden of Black Water,2021-10-27,True,False,False,Mostly Positive,79,4060,39.99,39.99,0.0,True
1737070,风起长安：驭骨人,2021-12-30,True,False,False,Very Positive,85,236,13.99,13.99,0.0,True
1831870,The Hotel,2022-06-17,True,False,False,Very Positive,81,54,1.99,1.99,0.0,True
2005210,Void Scrappers,2022-10-21,True,True,True,Very Positive,92,339,3.99,3.99,0.0,True
2026880,Deadly Night,2022-09-01,True,False,False,Very Positive,83,126,9.99,9.99,0.0,True
2086810,Golden Rails: World’s Fair,2022-08-24,True,False,False,Positive,91,12,6.99,6.99,0.0,True
16120,Plant Tycoon,2008-05-12,True,False,False,Very Positive,93,130,9.99,9.99,0.0,True
38000,Mahjong Quest Collection,2009-08-24,True,False,False,Positive,91,36,9.99,9.99,0.0,True
80300,Puzzle Bots,2010-10-22,True,False,False,Very Positive,86,52,4.99,4.99,0.0,True
237890,Agarest: Generations of War,2013-10-03,True,False,False,Mostly Positive,71,1621,14.99,14.99,0.0,True
269670,BADLAND: Game of the Year Edition,2015-05-26,True,True,True,Very Positive,86,2328,9.99,9.99,0.0,True
293220,H-Hour: World's Elite,2020-02-17,True,False,False,Mixed,68,615,6.99,6.99,0.0,True
294650,Putt-Putt® Goes to the Moon,2014-05-05,True,True,True,Very Positive,93,126,6.99,6.99,0.0,True
310510,Deathtrap,2015-02-04,True,False,False,Very Positive,84,1603,19.99,19.99,0.0,True
319970,The Detail,2014-10-28,True,True,True,Mostly Positive,71,439,2.99,2.99,0.0,True
324520,Defense Zone 3 Ultra HD,2016-12-14,True,True,True,Very Positive,80,390,9.99,9.99,0.0,True
353080,Redrum: Time Lies,2018-11-07,True,False,False,Mostly Positive,72,18,6.99,6.99,0.0,True
369420,9 Clues 2: The Ward,2015-07-23,True,True,True,Very Positive,90,492,9.99,9.99,0.0,True
395170,DISTRAINT: Deluxe Edition,2015-10-21,True,False,False,Very Positive,93,5979,4.99,4.99,0.0,True
423120,Community College Hero: Trial by Fire,2015-12-04,True,True,True,Very Positive,86,237,4.99,4.99,0.0,True
457210,SEUM: Speedrunners from Hell,2016-07-28,True,True,True,Overwhelmingly Positive,95,1925,14.99,14.99,0.0,True
469920,hackmud,2016-09-22,True,True,True,Mostly Positive,77,592,19.99,19.99,0.0,True
506260,Cladun Returns: This Is Sengoku!,2017-06-06,True,False,False,Mostly Positive,72,51,19.99,19.99,0.0,True
585890,Sweetest Monster,2017-02-06,True,True,True,Very Positive,92,465,5.99,5.99,0.0,True
591760,HyperBrawl Tournament,2020-10-20,True,False,False,Positive,81,49,5.99,5.99,0.0,True
626580,Spellspire,2017-05-23,True,False,False,Very Positive,80,55,9.99,9.99,0.0,True
736840,aMAZE Double,2017-11-02,True,False,False,Very Positive,80,50,0.37,1.99,81.0,True
739260,Golden Hornet,2017-12-22,True,False,False,Very Positive,93,166,0.79,0.99,20.0,True
760920,ElectricVLab,2018-12-20,True,False,False,Positive,87,49,9.74,12.99,25.0,True
811880,Close Combat: The Bloody First,2019-10-03,True,False,False,Mixed,50,354,39.99,39.99,0.0,True
816720,Bugs Must Die / 异星特勤队,2019-04-05,True,False,False,Very Positive,87,70,11.99,11.99,0.0,True
860910,Hentai 3018,2018-05-31,True,False,False,Mostly Positive,79,751,0.99,0.99,0.0,True
873840,Truck and Logistics Simulator,2020-06-23,True,False,False,Mostly Positive,70,1239,19.99,19.99,0.0,True
942050,2048,2018-10-31,True,False,True,Very Positive,84,109,4.99,4.99,0.0,True
999020,Mega Man Zero/ZX Legacy Collection,2020-02-25,True,False,False,Mostly Positive,79,1290,29.99,29.99,0.0,True
1055490,Weed Farmer Simulator,2020-03-16,True,False,False,Mixed,60,165,14.99,14.99,0.0,True
1080040,Moo Lander,2022-05-26,True,False,False,Positive,100,14,18.99,18.99,0.0,True
1100170,Double Spoiler,2019-08-02,True,False,False,Very Positive,98,52,10.99,10.99,0.0,True
1113940,Electronic Super Joy 2,2019-08-09,True,True,True,Very Positive,88,680,0.0,0.0,0.0,True
1119700,As Far As The Eye,2020-09-10,True,True,True,Mostly Positive,75,1490,24.99,24.99,0.0,True
1119800,Brume,2019-10-30,True,True,False,Very Positive,83,100,9.99,9.99,0.0,True
1127610,Iris and the Giant,2020-02-27,True,True,True,Very Positive,88,549,17.99,17.99,0.0,True
1130880,Absolute Territory,2020-08-31,True,False,False,Positive,82,17,9.99,9.99,0.0,True
1141100,Lilitales,2019-10-10,True,False,False,Very Positive,88,455,10.99,19.99,45.0,True
1187940,Is It Wrong to Try to Pick Up Girls in a Dungeon? Infinite Combate,2020-08-10,True,False,False,Mixed,42,228,39.99,39.99,0.0,True
1188760,JEF,2020-02-28,True,False,False,Very Positive,90,53,3.99,3.99,0.0,True
1066780,Transport Fever 2,2019-12-11,True,True,True,Very Positive,88,17694,40.0,0.0,0.0,True
1225780,他人世界末 On-looker,2020-07-10,True,False,False,Very Positive,94,2021,8.99,8.99,0.0,True
1237540,Ultimate MMA,2020-03-05,True,False,False,Mixed,55,113,4.99,4.99,0.0,True
1243830,Overcooked! All You Can Eat,2021-03-23,True,False,False,Mostly Positive,72,1892,19.99,39.99,50.0,True
1332090,Void Tyrant,2021-09-03,True,False,False,Mostly Positive,77,44,9.99,9.99,0.0,True
1336060,TAISHO x ALICE episode 2,2020-09-17,True,False,False,Very Positive,89,334,16.99,16.99,0.0,True
1342100,Evening Starter,2021-06-18,True,False,False,Mostly Positive,78,92,11.24,14.99,25.0,True
1352020,Yupitergrad 🚀(Virtual Reality Adventure),2020-08-27,True,False,False,Very Positive,95,69,14.99,14.99,0.0,True
542290,Da Capo 3 R,2017-01-20,True,True,True,Very Positive,94,58,39.99,39.99,0.0,True
1404530,RoboSkate,2020-10-15,True,False,False,Very Positive,87,74,6.99,6.99,0.0,True
1441180,Dofamine,2021-05-27,True,False,False,Very Positive,82,96,1.49,14.99,90.0,True
1446330,100 hidden snails,2020-11-06,True,False,False,Very Positive,93,265,0.99,0.99,0.0,True
1582410,Manafinder,2022-10-05,True,True,False,Positive,97,37,11.19,13.99,20.0,True
1586750,Two Strikes,2021-05-31,True,False,False,Very Positive,85,89,10.99,10.99,0.0,True
1659590,Fallow,2021-08-25,True,False,False,Very Positive,97,91,19.99,19.99,0.0,True
1885540,SEARCH ALL - CATS,2022-02-09,True,False,False,Very Positive,88,80,0.99,0.99,0.0,True
1890550,Triga,2022-05-19,True,False,False,Positive,100,25,2.99,2.99,0.0,True
1911170,Chronescher,2022-08-31,True,True,True,Positive,95,23,3.49,4.99,30.0,True
1998330,Yomawari: Lost in the Dark,2022-10-25,True,False,False,Very Positive,93,120,39.99,39.99,0.0,True
2013300,Alien Shooter 2 - New Era,2022-06-15,True,False,False,Mixed,52,147,9.99,9.99,0.0,True
2113540,梦魇：无归 Nightmare without return,2022-09-30,True,False,False,Overwhelmingly Positive,97,538,6.99,6.99,0.0,True
2151580,Infinite Tao,2022-11-30,True,False,False,Very Positive,81,625,2.99,2.99,0.0,True
2171270,Legend of Feather,2022-12-16,True,False,False,Positive,81,27,2.79,3.99,30.0,True
67370,The Darkness II,2012-02-09,True,True,False,Very Positive,90,6032,5.99,29.99,80.0,True
70420,Chantelise - A Tale of Two Sisters,2011-07-29,True,False,False,Mostly Positive,75,589,9.99,9.99,0.0,True
273110,Counter-Strike Nexon: Studio,2014-10-07,True,False,False,Mixed,66,40679,0.0,0.0,0.0,True
286880,Disney Planes,2014-10-06,True,False,False,Positive,83,48,5.99,19.99,70.0,True
321880,Aveyond 3-3: The Lost Orb,2015-01-16,True,False,False,Mostly Positive,70,24,1.99,9.99,80.0,True
370280,Season of 12 Colors,2016-03-14,True,True,True,Very Positive,93,1713,2.99,2.99,0.0,True
411830,SENRAN KAGURA SHINOVI VERSUS,2016-06-01,True,False,False,Very Positive,94,3268,19.99,19.99,0.0,True
458480,Mythic Wonders: The Philosopher's Stone,2016-04-21,True,True,True,Very Positive,88,205,9.99,9.99,0.0,True
461220,Beglitched,2016-10-06,True,True,True,Very Positive,90,86,9.99,9.99,0.0,True
482920,Hero Zero,2016-07-05,True,False,False,Very Positive,82,3297,0.0,0.0,0.0,True
487430,KARAKARA,2016-06-27,True,False,False,Overwhelmingly Positive,96,998,9.99,9.99,0.0,True
506870,Unexplored,2017-02-22,True,True,True,Very Positive,90,533,9.99,9.99,0.0,True
542260,The Herbalist,2016-11-15,True,True,True,Very Positive,94,539,5.99,5.99,0.0,True
547340,LoveKami -Divinity Stage-,2016-12-15,True,False,False,Very Positive,82,462,12.99,12.99,0.0,True
549080,Tank Warfare: Tunisia 1943,2017-05-01,True,False,False,Very Positive,82,307,39.99,39.99,0.0,True
591560,Red Death,2017-03-23,True,False,False,Very Positive,80,61,0.99,0.99,0.0,True
598740,HORIZON VANGUARD,2020-06-26,True,False,False,Positive,90,20,14.99,14.99,0.0,True
637880,I wanna be The Cat,2017-12-14,True,False,False,Very Positive,92,144,6.99,6.99,0.0,True
674210,Rush to Adventure,2017-09-11,True,False,False,Positive,84,33,0.99,9.99,90.0,True
684060,The Hero Unmasked!,2017-07-27,True,True,True,Positive,90,21,6.99,6.99,0.0,True
693580,Goblins of Elderstone,2018-01-09,True,False,False,Mixed,69,162,19.99,19.99,0.0,True
731920,Government Simulator,2017-12-04,True,False,False,Mixed,45,169,9.99,9.99,0.0,True
758730,Paw Patrol: On A Roll!,2018-10-23,True,False,False,Very Positive,84,256,29.99,29.99,0.0,True
775960,The Tower of Beatrice,2018-07-18,True,False,False,Very Positive,86,68,5.99,5.99,0.0,True
783840,Lakeview Valley,2019-10-22,True,True,False,Very Positive,83,561,14.99,14.99,0.0,True
838010,Double Cross,2019-01-09,True,False,False,Very Positive,83,54,19.99,19.99,0.0,True
842750,Galaxy Champions TV,2018-09-06,True,True,True,Very Positive,91,78,6.99,6.99,0.0,True
931310,Airplane Mode,2020-10-15,True,True,False,Mixed,63,239,11.99,11.99,0.0,True
951000,Trap Shrine,2019-03-29,True,False,False,Very Positive,94,1363,9.99,9.99,0.0,True
521990,Galactic Storm,2016-09-16,True,False,False,Mixed,66,12,2.99,2.99,0.0,True
973700,Disassembly VR,2019-01-31,True,False,False,Mixed,58,128,29.99,29.99,0.0,True
1057540,Cthulhu Saves Christmas,2019-12-23,True,False,False,Very Positive,88,198,9.99,9.99,0.0,True
1060670,Taboos: Cracks,2019-05-02,True,False,False,Very Positive,80,1485,0.99,0.99,0.0,True
1094540,Smelter,2021-04-22,True,False,False,Mixed,68,136,19.99,19.99,0.0,True
1102580,Traffix,2019-07-08,True,True,False,Mixed,69,42,4.99,4.99,0.0,True
1143810,Black Skylands,2021-07-09,True,False,False,Very Positive,87,1069,19.99,19.99,0.0,True
1147960,[Chilla's Art] Okaeri | おかえり,2019-09-06,True,False,False,Mixed,68,488,2.99,2.99,0.0,True
1185470,Deathbloom: Chapter 2,2020-03-03,True,False,False,Positive,85,34,9.99,9.99,0.0,True
1232150,A Little Golf Journey,2021-10-14,True,False,False,Positive,94,34,19.99,19.99,0.0,True
1237070,The Cyclist: Tactics,2021-07-29,True,False,False,Very Positive,97,68,17.99,17.99,0.0,True
1303950,Toodee and Topdee,2021-08-04,True,False,False,Very Positive,95,447,9.99,19.99,50.0,True
1334700,tomorrow won't come for those without ██████,2020-07-04,True,False,False,Overwhelmingly Positive,95,557,1.99,1.99,0.0,True
1424870,Cross Maid,2021-08-20,True,False,False,Very Positive,94,168,2.99,2.99,0.0,True
1476100,A Rogue Escape,2021-06-10,True,False,False,Positive,82,23,19.99,19.99,0.0,True
1499690,夢游仙境ロマネスク: Chronicles of Refugia,2022-08-26,True,False,False,Positive,87,16,11.99,11.99,0.0,True
1535100,Nadir: A Grimdark Deckbuilder,2023-02-07,True,False,False,Mostly Positive,70,143,19.99,19.99,0.0,True
1540410,Retro Classix: Joe & Mac - Caveman Ninja,2021-03-02,True,False,False,Positive,80,25,6.99,6.99,0.0,True
1559430,Purrfect Apawcalypse: Purrgatory Furever,2021-04-01,True,True,True,Very Positive,99,116,5.99,5.99,0.0,True
1680700,Purgo box,2021-07-14,True,False,False,Very Positive,94,56,0.0,0.0,0.0,True
1688100,Cat Museum,2022-03-17,True,False,False,Very Positive,92,474,4.99,4.99,0.0,True
1706570,Chupacabras: Night Hunt,2021-08-20,True,False,False,Mostly Positive,75,93,2.99,2.99,0.0,True
1710750,Slit Mouthed - 口裂け女,2021-12-11,True,False,False,Positive,85,49,4.99,4.99,0.0,True
1731520,Ark Mobius: Censored Edition,2021-10-14,True,False,False,Very Positive,94,846,4.99,4.99,0.0,True
1747670,Jewel Match Twilight 3 Collector's Edition,2021-10-26,True,False,False,Positive,100,24,9.99,9.99,0.0,True
1843090,[Chilla's Art] The Closing Shift | 閉店事件,2022-03-18,True,False,False,Very Positive,87,1362,5.99,5.99,0.0,True
1885030,Queen of the flies 蝇后,2022-03-31,True,False,False,Very Positive,93,221,0.99,0.99,0.0,True
904960,Cine Tracer,2018-09-28,True,True,False,Mostly Positive,70,393,89.99,89.99,0.0,True
1990590,Nightmare Hunter,2022-08-19,True,False,False,Very Positive,84,71,15.99,15.99,0.0,True
1993060,IMAGO: Beyond the Nightmares,2022-09-30,True,False,False,Positive,93,15,9.99,9.99,0.0,True
2006140,Withering Rooms,2022-10-04,True,False,False,Positive,100,44,14.99,14.99,0.0,True
2073470,Kanjozoku Game レーサー Online Street Racing & Drift,2022-07-16,True,False,False,Very Positive,86,2498,5.99,5.99,0.0,True
2135580,Again and Again,2022-09-15,True,False,False,Very Positive,86,53,4.99,4.99,0.0,True
31270,Puzzle Agent,2010-07-01,True,True,False,Very Positive,88,1314,4.99,4.99,0.0,True
39190,Dungeon Siege,2011-10-25,True,False,False,Very Positive,80,2947,6.99,6.99,0.0,True
98400,Hard Reset Extended Edition,2012-07-12,True,False,False,Very Positive,82,3435,14.99,14.99,0.0,True
208750,Apotheon,2015-02-03,True,True,True,Very Positive,90,2842,14.99,14.99,0.0,True
239430,Q.U.B.E: Director's Cut,2014-05-21,True,True,True,Very Positive,83,761,9.99,9.99,0.0,True
241240,Contraption Maker,2014-07-07,True,True,True,Very Positive,92,799,9.99,9.99,0.0,True
251370,Escape Goat,2013-10-09,True,True,True,Very Positive,95,400,4.99,4.99,0.0,True
257030,Project Nimbus: Complete Edition,2017-09-26,True,True,False,Very Positive,85,1281,6.99,6.99,0.0,True
283600,World of Subways 2 – Berlin Line 7,2014-06-12,True,False,False,Mostly Positive,75,234,9.99,9.99,0.0,True
300060,ADR1FT,2016-03-28,True,False,False,Mixed,57,1045,19.99,19.99,0.0,True
301640,Zombie Army Trilogy,2015-03-06,True,False,False,Very Positive,87,12029,44.99,44.99,0.0,True
319320,Time Mysteries 3: The Final Enigma,2014-09-11,True,True,True,Very Positive,80,208,9.99,9.99,0.0,True
336140,Unavowed,2018-08-08,True,True,True,Overwhelmingly Positive,95,1680,14.99,14.99,0.0,True
356910,Battle Fantasia -Revised Edition-,2015-07-07,True,False,False,Mixed,67,153,14.99,14.99,0.0,True
366910,The Long Journey Home,2017-05-30,True,True,False,Mixed,59,1226,9.99,9.99,0.0,True
384490,NECROPOLIS: BRUTAL EDITION,2016-07-01,True,True,False,Mixed,63,3633,29.99,29.99,0.0,True
411980,TY the Tasmanian Tiger 3,2018-12-17,True,False,False,Very Positive,88,159,14.99,14.99,0.0,True
414530,Skyforge,2017-04-13,True,False,False,Mixed,59,4112,0.0,0.0,0.0,True
415600,Kart Racing Pro,2017-07-14,True,False,False,Very Positive,86,295,39.99,39.99,0.0,True
452060,Caveblazers,2017-05-24,True,False,False,Very Positive,87,2823,9.99,9.99,0.0,True
493720,Haven Moon,2016-07-08,True,True,True,Mostly Positive,77,483,9.99,9.99,0.0,True
496250,Paddle Up,2016-08-24,True,False,False,Very Positive,87,226,9.99,9.99,0.0,True
514500,Atomic Society,2021-08-09,True,False,False,Mixed,66,506,14.99,14.99,0.0,True
515650,Straimium Immortaly,2016-10-10,True,False,False,Very Positive,92,139,6.99,6.99,0.0,True
523780,Emily is Away Too,2017-05-26,True,True,True,Very Positive,94,4489,4.99,4.99,0.0,True
525240,LOST SPHEAR,2018-01-23,True,False,False,Mixed,54,143,49.99,49.99,0.0,True
574160,Senko no Ronde 2,2017-09-06,True,False,False,Mostly Positive,75,41,39.99,39.99,0.0,True
586960,Upside Down,2017-02-14,True,True,True,Very Positive,82,374,10.99,10.99,0.0,True
606520,Grisaia Phantom Trigger Vol.2,2017-04-27,True,False,False,Very Positive,96,123,14.99,14.99,0.0,True
648100,Raging Loop,2017-08-23,True,False,False,Overwhelmingly Positive,96,3517,29.99,29.99,0.0,True
664780,Alter Ego,2017-08-08,True,True,True,Mixed,64,39,7.99,7.99,0.0,True
779130,Virtual Fighting Championship (VFC),2018-09-21,True,False,False,Mostly Positive,70,148,19.99,19.99,0.0,True
893680,Project Warlock,2018-12-06,True,False,False,Very Positive,88,3073,12.0,12.0,0.0,True
907670,Super Crush KO,2020-01-16,True,False,False,Very Positive,95,166,14.99,14.99,0.0,True
964990,Storm Boy,2018-11-20,True,True,False,Very Positive,86,88,5.99,5.99,0.0,True
1004770,Maiden and Spell,2020-02-24,True,False,False,Very Positive,98,476,6.49,12.99,50.0,True
1019920,Gensokyo Defenders,2019-04-24,True,False,False,Very Positive,95,92,19.99,19.99,0.0,True
1029760,TANKNAROK,2020-06-23,True,False,False,Very Positive,91,86,5.99,5.99,0.0,True
1103730,Shing!,2020-08-28,True,True,True,Mostly Positive,78,198,19.99,19.99,0.0,True
1122120,STATIONflow,2020-04-15,True,True,True,Very Positive,86,414,17.99,17.99,0.0,True
1164250,Model Builder,2022-02-08,True,False,False,Mostly Positive,79,908,19.99,19.99,0.0,True
1223020,Minnano Gensokyo Single,2021-12-31,True,False,False,Very Positive,93,120,6.99,6.99,0.0,True
1223500,Umurangi Generation,2020-05-19,True,False,False,Very Positive,92,738,14.99,14.99,0.0,True
1225590,Sea of Solitude,2020-06-04,True,False,False,Very Positive,83,751,19.99,19.99,0.0,True
1273710,King of Crabs,2020-07-03,True,False,False,Mostly Positive,79,7800,0.0,0.0,0.0,True
1357860,Fuga: Melodies of Steel,2021-07-28,True,False,False,Very Positive,91,649,39.99,39.99,0.0,True
1361400,Moonglow Bay,2021-10-26,True,False,False,Mixed,68,287,24.99,24.99,0.0,True
1382730,Midnight Scenes Episode 2 (Special Edition),2020-09-08,True,True,False,Very Positive,96,84,3.99,3.99,0.0,True
1394930,MAMIYA,2021-04-30,True,False,False,Very Positive,98,75,19.99,19.99,0.0,True
1416050,Shovel Knight Dig,2022-09-23,True,False,False,Mostly Positive,72,511,24.99,24.99,0.0,True
1419370,Cooking Companions: Appetizer Edition,2020-10-06,True,False,False,Very Positive,90,349,0.0,0.0,0.0,True
1852380,MAGICAL DEATHPAIR,2022-01-10,True,False,False,Positive,97,34,7.99,9.99,20.0,True
1434910,Last Visit,2022-08-19,True,False,False,Positive,94,17,9.99,9.99,0.0,True
1523390,Fantasy Tavern Sextet -Vol.3 Postlude Days-,2021-05-13,True,False,False,Very Positive,90,172,12.99,12.99,0.0,True
1532710,Lucy Dreaming,2022-10-18,True,True,True,Very Positive,100,109,18.99,18.99,0.0,True
1545290,Sword and Fairy 5 prequel,2021-06-17,True,False,False,Very Positive,84,94,12.99,12.99,0.0,True
1597400,LOST EGG 2: Be together,2021-04-29,True,False,False,Very Positive,90,154,2.99,2.99,0.0,True
1598160,Bloodwash,2021-09-16,True,False,False,Very Positive,92,724,7.99,7.99,0.0,True
1599250,BORIS RUSSIAN BEAR,2021-06-03,True,False,False,Very Positive,86,249,0.99,0.99,0.0,True
1700180,神魔契约,2021-08-12,True,False,False,Mostly Positive,79,454,0.0,0.0,0.0,True
1724320,Noelle Does Her Best!,2022-08-12,True,False,False,Very Positive,84,265,15.99,19.99,20.0,True
1731200,TRATRITLE,2022-07-15,True,False,False,Very Positive,92,441,19.99,19.99,0.0,True
1747790,Catellite-609: feline space adventure,2022-07-26,True,False,False,Positive,84,13,12.99,12.99,0.0,True
1769170,Shattered Pixel Dungeon,2022-03-23,True,True,True,Overwhelmingly Positive,96,709,9.99,9.99,0.0,True
1684410,Seal World,2022-04-01,True,True,True,Very Positive,99,257,2.99,2.99,0.0,True
1856550,Magnus Imago,2022-02-02,True,False,True,Positive,90,10,8.99,8.99,0.0,True
1859470,PAC-MAN WORLD Re-PAC,2022-08-25,True,False,False,Overwhelmingly Positive,95,504,29.99,29.99,0.0,True
1882280,Forgotten Realms: The Archives - Collection Two,2022-03-29,True,False,False,Very Positive,94,105,9.99,9.99,0.0,True
1928370,Exodemic,2022-07-08,True,False,False,Positive,94,38,4.99,4.99,0.0,True
1981480,Thrill Penguin,2022-06-29,True,False,False,Positive,100,24,3.99,3.99,0.0,True
2118130,Chicken Feet,2022-10-24,True,False,False,Very Positive,90,186,4.79,5.99,20.0,True
2181720,Scarlet Tower,2022-10-31,True,False,False,Very Positive,87,526,4.99,4.99,0.0,True
2210,Quake 4,2011-08-04,True,False,False,Very Positive,87,2016,14.99,14.99,0.0,True
3720,Evil Genius,2009-06-22,True,False,False,Very Positive,94,2838,9.99,9.99,0.0,True
213030,Penny Arcade's On the Rain-Slick Precipice of Darkness 3,2012-06-25,True,True,False,Very Positive,87,434,1.99,1.99,0.0,True
227080,Papo & Yo,2013-04-18,True,True,True,Very Positive,94,1070,14.99,14.99,0.0,True
256370,MXGP - The Official Motocross Videogame,2014-03-28,True,False,False,Very Positive,80,1087,9.99,9.99,0.0,True
282590,Star Ruler 2,2015-03-27,True,False,True,Very Positive,81,638,19.99,19.99,0.0,True
300630,Pure Chess Grandmaster Edition,2016-09-09,True,False,False,Mostly Positive,75,194,15.99,15.99,0.0,True
339510,Psy High,2014-12-22,True,True,True,Mostly Positive,78,137,5.99,5.99,0.0,True
359220,MX vs. ATV Unleashed,2015-04-16,True,False,False,Mostly Positive,71,438,9.99,9.99,0.0,True
370540,Gary Grigsby's War in the East,2015-07-09,True,False,False,Very Positive,90,409,79.99,79.99,0.0,True
377460,Chicken Invaders 3,2015-06-08,True,True,False,Very Positive,93,231,4.99,4.99,0.0,True
390730,Sora,2016-01-05,True,False,False,Very Positive,93,306,8.99,8.99,0.0,True
393980,Pretty Girls Mahjong Solitaire,2015-08-24,True,True,False,Mostly Positive,75,528,4.99,4.99,0.0,True
423580,Project Highrise,2016-09-08,True,True,False,Very Positive,85,3113,19.99,19.99,0.0,True
436500,Diaries of a Spaceport Janitor,2016-09-16,True,True,False,Mostly Positive,79,543,9.99,9.99,0.0,True
448170,Last Dream: World Unknown,2017-06-01,True,True,True,Very Positive,80,51,2.99,9.99,70.0,True
453390,Dark Parables: The Little Mermaid and the Purple Tide Collector's Edition,2016-03-21,True,False,False,Positive,86,45,9.99,9.99,0.0,True
562500,Warstone TD,2018-05-23,True,True,True,Very Positive,85,2157,14.99,14.99,0.0,True
575780,Inner silence,2017-02-11,True,False,False,Very Positive,82,57,0.99,0.99,0.0,True
582270,Everything,2017-04-21,True,True,True,Very Positive,83,2784,14.99,14.99,0.0,True
644830,The Surge 2,2019-09-23,True,False,False,Mostly Positive,78,5108,29.99,29.99,0.0,True
686520,Gnomes Garden New home,2017-12-14,True,False,False,Positive,89,38,0.49,4.99,90.0,True
746140,The Walking Zombie: Dead City,2018-01-19,True,False,False,Mostly Positive,76,354,1.49,2.99,50.0,True
761700,Your Diary +,2018-08-10,True,False,False,Very Positive,86,123,24.99,24.99,0.0,True
830370,Monster Crown,2021-10-12,True,True,True,Mostly Positive,77,482,19.99,19.99,0.0,True
843870,Card Games Mega Collection,2018-06-13,True,False,False,Mixed,55,29,6.99,6.99,0.0,True
843900,Demon's Rise - War for the Deep,2018-04-29,True,False,False,Very Positive,85,90,6.99,6.99,0.0,True
885000,Synth Riders,2019-10-31,True,False,False,Very Positive,94,1043,24.99,24.99,0.0,True
934540,Pleasure Puzzle:Sexy Girls 趣拼拼：性感少女,2018-10-01,True,False,False,Very Positive,82,137,0.99,0.99,0.0,True
937380,Ashen Empires,2022-09-02,True,False,False,Very Positive,80,242,0.0,0.0,0.0,True
986020,Kunoichi Botan,2019-01-03,True,False,False,Very Positive,81,390,6.74,14.99,55.0,True
1051310,Paper Dolls: Original / 纸人,2019-04-19,True,False,False,Very Positive,86,3343,16.99,16.99,0.0,True
1079620,Infinity: Battlescape,2019-09-26,True,False,False,Very Positive,80,479,34.99,34.99,0.0,True
1096550,Desktop Magic Engine,2020-07-18,True,False,False,Mostly Positive,74,727,3.99,3.99,0.0,True
1114070,My Child Lebensborn,2021-05-31,True,False,False,Very Positive,93,1172,7.99,7.99,0.0,True
1181400,Path of Giants,2020-02-14,True,True,False,Very Positive,97,292,8.99,8.99,0.0,True
1197620,DragonRideVR,2020-08-01,True,False,False,Positive,91,37,2.24,14.99,85.0,True
1202770,kirakira stars idol project AI,2020-02-16,True,False,False,Positive,81,49,6.49,12.99,50.0,True
1232010,Radical Rabbit Stew,2020-07-16,True,False,False,Very Positive,100,68,3.99,15.99,75.0,True
1233270,OshiRabu: Waifus Over Husbandos,2020-02-27,True,False,False,Very Positive,87,3445,19.99,19.99,0.0,True
1252780,Bloons Monkey City,2020-04-10,True,True,False,Very Positive,92,4453,0.0,0.0,0.0,True
1332450,Open The Gates!,2022-10-17,True,False,False,Positive,84,45,12.99,12.99,0.0,True
1341820,As Dusk Falls,2022-07-19,True,False,False,Very Positive,90,1401,29.99,29.99,0.0,True
1416240,夜永 Eternal Love,2020-11-18,True,True,False,Overwhelmingly Positive,95,710,4.99,4.99,0.0,True
1430750,Blacksmith Legends,2022-01-18,True,False,False,Mixed,53,112,17.99,17.99,0.0,True
1462430,Ms.Director,2021-05-17,True,False,False,Positive,100,35,4.99,4.99,0.0,True
1506830,FIFA 22,2021-09-30,True,False,False,Very Positive,80,95584,59.99,59.99,0.0,True
1526520,大秦帝国,2021-05-17,True,False,False,Very Positive,82,1103,0.0,0.0,0.0,True
1534980,Terminus: Zombie Survivors,2021-03-01,True,False,False,Very Positive,94,297,15.99,15.99,0.0,True
1546500,Warplanes: WW1 Fighters,2021-03-04,True,False,False,Very Positive,91,334,19.99,19.99,0.0,True
1588410,Hot Spring Hero,2022-04-08,True,False,False,Very Positive,86,106,18.99,18.99,0.0,True
1698080,Club Soccer Director 2022,2022-03-02,True,False,False,Mostly Positive,70,86,0.0,0.0,0.0,True
1709500,Adorable Witch 2,2021-10-21,True,False,False,Very Positive,87,447,1.99,1.99,0.0,True
1777430,恋爱绮谭 不存在的真相,2022-10-28,True,False,False,Overwhelmingly Positive,96,1065,13.99,13.99,0.0,True
1907720,Autonauts vs Piratebots,2022-07-28,True,False,False,Very Positive,85,264,19.99,19.99,0.0,True
1937230,Shatter Remastered Deluxe,2022-11-01,True,True,True,Mixed,59,27,9.99,9.99,0.0,True
1972440,Shotgun King: The Final Checkmate,2022-05-12,True,False,False,Very Positive,93,3011,9.99,9.99,0.0,True
2018130,Desktopia: A Desktop Village Simulator,2022-08-05,True,False,True,Mostly Positive,78,160,9.99,9.99,0.0,True
593240,VR SUPER SPORTS,2017-03-13,True,False,False,Mixed,60,100,12.99,12.99,0.0,True
2094250,Valhalla：Awakening of Valkyrie,2022-09-30,True,False,False,Mixed,47,234,7.99,7.99,0.0,True
